,USP33,USP39,FBXO22,DDIT4,RGS5,EI
TCGA-B2-A4SR,52.98,35.0704,9.167,347.5016,3433.1218,0.99469747
TCGA-BP-4166,27.1663,26.293,5.9422,85.1789,2075.0548,0.99540817
TCGA-BP-4774,25.8058,26.2871,5.885,85.0495,2616.4117,0.9846398
TCGA-A3-A8OU,29.1778,22.0592,7.7808,303.8921,1474.8763,0.97385553
TCGA-G6-A8L8,16.9002,26.0142,4.7133,69.017,647.1638,0.9927884
TCGA-B8-4154,37.2988,26.8932,8.272,245.0485,1065.0874,0.97082859
TCGA-B0-5698,27.3334,28.1856,6.6737,60.456,1026.0256,0.98213714
TCGA-B0-4828,24.8355,20.5606,5.6952,130.5585,861.8801,0.81291163
TCGA-CJ-6032,40.0203,30.6715,9.6516,67.0811,953.9053,0.98143585
TCGA-BP-4994,29.7919,20.5663,10.8236,70.0773,587.7284,0.93719054
TCGA-BP-4797,33.2534,22.8926,6.2166,61.1652,776.4715,0.93570495
TCGA-BP-4352,21.4293,21.3525,10.184,503.576,21.9332,0.10964646
TCGA-CZ-5464,24.1726,24.7796,4.9828,83.3476,881.7387,0.96700655
TCGA-BP-4982,46.3965,30.1865,8.4169,227.0747,2126.1318,0.98488874
TCGA-BP-4995,31.0697,21.9007,9.6857,102.2376,865.7294,0.97098435
TCGA-B0-5710,45.5544,38.9042,8.3294,405.2773,1176.6265,0.99901162
TCGA-BP-4968,20.5788,24.7764,5.8219,260.0242,796.1646,0.98590244
TCGA-BP-4959,27.2291,23.7241,7.6474,68.1468,626.2547,0.92312011
TCGA-AK-3458,37.7119,24.1033,11.6711,303.6043,1145.3115,0.80393865
TCGA-A3-3362,36.3634,28.8603,9.0922,170.7146,2476.3745,0.96947268
TCGA-BP-4330,38.4558,28.6941,5.3453,225.9867,1275.3061,0.97486721
TCGA-CJ-4872,28.8238,27.772,4.8533,135.6092,2787.3331,0.99306595
TCGA-6D-AA2E,24.9661,25.3643,7.4287,233.2068,69.0446,0.36255827
TCGA-A3-3319,29.2521,22.4547,5.4113,227.8404,90.0777,0.62069291
TCGA-A3-3374,6.0528,15.7499,4.5305,14.2261,19.3306,0.364528
TCGA-BP-4335,22.5962,20.2755,5.395,168.8327,1264.8849,0.99259941
TCGA-CJ-4874,39.8287,28.9566,7.2532,214.2612,2525.4428,0.9865823
TCGA-B8-4143,35.2718,28.5292,11.2791,205.3693,379.6515,0.96619727
TCGA-B2-3924,37.5915,32.5343,8.7909,280.3769,913.2423,0.9486453
TCGA-A3-3382,38.8573,49.4179,9.2072,349.0229,294.488,0.96097975
TCGA-B0-4836,29.8998,27.9259,8.6945,254.0281,616.8621,0.92717266
TCGA-B0-4845,28.3914,28.3967,7.8631,119.3635,2029.3284,0.99002751
TCGA-CJ-4908,33.9573,34.2293,9.5451,369.305,2170.6681,0.99650156
TCGA-CJ-4887,18.8832,22.2977,5.6612,124.9498,415.7363,0.97436187
TCGA-EU-5905,27.4354,26.3328,6.0245,653.1222,566.819,0.95691956
TCGA-DV-5574,30.8392,34.8809,6.1752,349.7434,1703.1708,0.99036084
TCGA-CJ-4870,27.8884,24.3385,5.6746,184.3141,2833.4427,0.99125968
TCGA-BP-4781,32.5563,36.147,7.5338,200.2148,404.4542,0.95224872
TCGA-CJ-4884,26.9008,20.4968,8.3352,82.3585,460.8923,0.97162206
TCGA-BP-4342,21.8296,22.9295,7.0555,148.6235,646.1263,0.97721852
TCGA-B0-4847,17.3349,16.5378,4.6546,91.9845,215.3032,0.87276879
TCGA-B0-4691,17.0861,24.6839,6.9563,100.2416,567.0822,0.90920778
TCGA-B0-4706,27.4388,23.7041,5.2112,228.9408,3334.181,0.9368311
TCGA-A3-3335,20.9269,17.5261,8.294,368.184,273.9608,0.8463787
TCGA-BP-4981,14.3947,14.7842,4.3481,82.4038,144.1684,0.98580712
TCGA-BP-4158,30.0054,20.4225,7.3516,123.512,2364.4006,0.98781721
TCGA-BP-4790,45.5604,36.4409,7.2322,141.4055,2224.3177,0.97729541
TCGA-BP-4329,32.2183,24.4667,4.2945,122.4904,2202.8519,0.9885171
TCGA-BP-4970,54.9565,36.3441,7.9686,554.3098,2041.3054,0.96845946
TCGA-BP-5192,35.9928,24.6826,5.6884,119.2149,3456.2393,0.97854015
TCGA-BP-4167,15.8823,19.0027,3.2761,53.1742,370.1588,0.95099411
TCGA-CZ-4857,27.5996,28.3953,5.7523,460.7348,736.6518,0.93540695
TCGA-B0-4842,18.5009,20.1673,4.3057,33.2721,229.6107,0.8773584
TCGA-B0-4822,13.7727,17.5895,4.2844,106.7253,550.9115,0.98851173
TCGA-BP-4971,19.2362,19.8458,7.2872,115.0422,1085.61,0.96969514
TCGA-AS-3778,38.7451,28.2311,5.7173,485.0053,1113.7928,0.96464883
TCGA-BP-4991,50.8781,29.1523,7.486,213.3375,1671.9558,0.9953072
TCGA-A3-3306,53.7287,33.999,13.5367,200.0187,217.9989,0.92174897
TCGA-B0-5117,9.5428,12.5699,5.1508,6.4967,138.7596,0.89800003
TCGA-CJ-4886,39.5107,32.5404,7.4558,348.8005,3100.9303,0.98873046
TCGA-EU-5906,50.3705,33.2194,9.5389,184.3826,4751.8673,0.98567991
TCGA-BP-4337,20.7371,23.8906,8.2734,66.0806,742.2563,0.95914456
TCGA-BP-4972,34.2899,25.4276,6.096,113.8796,1264.302,0.98391356
TCGA-BP-4340,25.2906,44.8299,11.9177,60.1331,1282.3587,0.88843463
TCGA-AK-3455,52.5381,29.9199,9.9589,107.9869,722.8324,0.93308214
TCGA-BP-4804,25.0785,26.834,5.372,145.0164,1088.2764,0.98564121
TCGA-B0-5097,27.2759,33.2614,12.1334,171.1965,655.6215,0.99360232
TCGA-BP-4760,46.4317,31.9285,7.0292,227.7627,4010.4541,0.96002175
TCGA-BP-4174,36.4846,34.2682,14.0693,208.6407,493.8658,0.91447522
TCGA-BP-4326,21.8486,22.8467,8.677,751.7529,403.896,0.99259545
TCGA-CJ-4637,36.7738,34.4985,13.4174,138.1697,313.5139,0.87619935
TCGA-B8-5550,36.9242,39.9167,9.1664,129.6173,854.2212,0.98264795
TCGA-B0-5119,39.236,27.956,7.8858,211.9783,2045.3518,0.97744239
TCGA-A3-3372,45.8284,28.5347,10.5237,278.6274,2555.6182,0.99243822
TCGA-BP-4341,25.7124,21.3005,4.9838,207.5186,872.6334,0.98743651
TCGA-CJ-4885,40.3688,26.392,8.4246,144.2768,1030.8143,0.97744204
TCGA-B0-4710,37.379,30.5212,7.2456,280.7606,873.6081,0.97085103
TCGA-CJ-5675,31.7353,30.7773,8.3566,84.7465,338.9757,0.9359889
TCGA-B0-4699,36.6506,39.09,12.296,139.2795,32.3224,0.40648131
TCGA-B0-5695,42.6078,28.8708,6.0005,201.3235,1417.6402,0.99021604
TCGA-CZ-4861,31.8594,26.1185,7.2235,273.7566,414.7886,0.684906
TCGA-A3-3308,35.988,33.4887,7.6657,416.9754,1228.2752,0.98626537
TCGA-B0-5085,12.3458,10.0613,2.6817,59.1982,500.8163,0.96017496
TCGA-B0-5088,19.3118,18.6649,4.4902,184.5185,736.4131,0.98139434
TCGA-BP-4973,30.8695,22.1511,6.8767,363.2655,984.2071,0.97070626
TCGA-BP-4327,26.1669,22.1373,6.2202,329.0141,442.03,0.98791769
TCGA-BP-4988,31.5337,30.713,8.7265,375.8571,1253.6665,0.96915792
TCGA-B0-4701,28.3879,32.1482,8.5165,295.8995,1454.0789,0.95431032
TCGA-CW-6093,46.1629,34.1041,8.2642,254.7139,3297.1844,0.99449558
TCGA-A3-3346,23.5382,38.6381,8.7324,789.5392,17.2142,0.28077119
TCGA-CJ-4639,53.5711,30.8317,9.5227,107.0327,1958.098,0.99467449
TCGA-MM-A84U,15.8918,18.6094,4.4307,109.8646,550.5195,0.94387914
TCGA-B4-5834,49.5465,35.7384,6.5535,436.3578,3558.7875,0.99755785
TCGA-CZ-4853,30.6047,17.6574,6.6288,126.6073,870.3865,0.94475686
TCGA-BP-4160,38.7859,28.1789,12.5099,115.5872,656.184,0.95874374
TCGA-BP-4758,16.5582,18.7223,3.3386,37.5549,1119.1192,0.99329063
TCGA-B0-5120,36.8795,26.2061,7.0866,267.4304,3166.2151,0.96668112
TCGA-CJ-6028,30.3401,33.5418,5.4899,76.0442,656.2671,0.97640848
TCGA-CJ-4899,46.8694,36.2771,7.6746,412.7752,4928.7421,0.97743772
TCGA-A3-3349,45.0581,35.4199,6.6239,237.6849,3343.8102,0.99420453
TCGA-B0-5121,15.1507,17.2511,2.9473,101.6026,2239.2741,0.99262797
TCGA-CZ-4858,33.7083,45.0165,10.562,631.6169,142.6735,0.64566309
TCGA-A3-A6NJ,32.7014,31.4237,8.178,185.3745,665.9251,0.964007
TCGA-BP-4976,41.24,23.2771,7.1069,215.956,1178.7148,0.9645446
TCGA-A3-3367,32.0114,25.9436,5.6668,338.1267,1365.1571,0.95451908
TCGA-AK-3451,21.2327,20.561,8.081,50.5553,340.3803,0.90007986
TCGA-B0-5084,15.4508,32.2723,4.9894,74.6923,211.2558,0.48670639
TCGA-B0-5081,18.3394,19.4792,5.7794,194.7973,634.3391,0.98210836
TCGA-B8-A54G,37.7936,34.5241,14.0994,159.2394,334.9594,0.75362093
TCGA-BP-4331,40.3645,31.102,11.3245,218.3893,1038.7797,0.97590571
TCGA-B2-4099,34.4975,33.8794,10.0557,223.1716,1246.3487,0.95631193
TCGA-DV-5576,36.0596,31.7319,5.8511,224.7219,2065.4451,0.98211837
TCGA-CJ-4916,21.1829,20.923,5.6369,178.0487,650.1819,0.9748565
TCGA-DV-5567,40.4748,27.6855,5.9444,138.2563,3224.553,0.97839144
TCGA-BP-4344,39.1044,28.2008,8.4982,217.4335,5294.087,0.99259994
TCGA-B0-4811,13.4512,16.0731,3.529,42.9167,576.9877,0.9655915
TCGA-AK-3443,51.3793,29.2177,5.467,13.8389,183.3988,0.5460497
TCGA-A3-A8OX,33.1659,30.9801,8.9334,739.7492,614.076,0.95322304
TCGA-CZ-4859,42.7728,45.492,9.9258,108.2223,1662.8406,0.96299283
TCGA-DV-5568,19.7927,23.6036,6.0277,176.8713,701.2002,0.98949251
TCGA-B0-5108,28.236,31.2214,6.8324,534.7332,855.1953,0.99390412
TCGA-BP-5174,21.9898,20.6586,6.5575,90.8613,407.7165,0.93953916
TCGA-BP-4977,28.2482,21.0401,5.5298,240.6635,1236.9687,0.9052639
TCGA-CJ-4895,28.0279,30.8662,9.1495,178.4443,1047.6029,0.96329913
TCGA-BP-4998,43.5577,34.3568,12.7932,403.3734,1538.6545,0.96971659
TCGA-A3-3383,19.3239,30.6193,4.1064,212.1137,526.3656,0.96469503
TCGA-B0-4837,22.2224,20.4694,6.3747,134.4245,592.633,0.98637793
TCGA-BP-5006,25.2176,23.1802,6.9016,131.2365,2280.2537,0.9707648
TCGA-B0-4813,23.8633,28.3769,11.9382,35.9318,303.6145,0.96251998
TCGA-B0-4696,39.1371,75.9648,11.6393,20.6578,47.8028,0.18119899
TCGA-CJ-4640,27.175,45.5485,12.749,58.1175,895.0797,0.95429296
TCGA-B0-4810,33.2939,39.549,8.0361,403.5704,1789.184,0.98492058
TCGA-B0-4819,17.6444,21.1495,4.662,73.4369,289.7057,0.96492538
TCGA-EU-5904,41.3625,26.9487,5.9123,351.5926,2883.4614,0.99531205
TCGA-AS-3777,9.4843,16.785,3.9879,14.792,80.4824,0.58016892
TCGA-CZ-4856,32.0187,24.5716,7.3732,192.8666,3604.0434,0.983414
TCGA-DV-5565,17.3331,28.3846,5.0532,59.6454,1414.8106,0.99820878
TCGA-A3-3363,53.7257,49.9709,12.1991,26.3369,35.7051,0.05734397
TCGA-B0-4697,13.0163,12.8427,3.4872,80.9757,414.8586,0.91596704
TCGA-CJ-4912,12.1593,13.4819,4.3081,273.6453,271.541,0.96052087
TCGA-CJ-4888,15.5437,26.2952,6.3251,170.1364,460.5913,0.95480398
TCGA-BP-4176,27.1127,30.9597,9.482,250.3019,400.0952,0.96854091
TCGA-CJ-4873,15.073,17.5727,4.3029,66.6774,137.4428,0.89095135
TCGA-A3-3328,24.932,28.887,19.8301,11.8835,7.1864,0.59856517
TCGA-B8-5162,21.5542,23.409,4.7219,192.3639,452.6852,0.97688304
TCGA-CJ-4641,41.0598,35.813,11.7607,117.6689,674.6357,0.86313373
TCGA-B0-4713,20.2176,13.0995,7.1835,37.8871,405.433,0.76391835
TCGA-B0-5700,14.6583,21.3362,6.6557,91.1476,801.4383,0.97954939
TCGA-CJ-4920,28.0494,27.3192,7.4653,411.6839,2000.4443,0.99089628
TCGA-B0-4834,18.2477,24.6076,6.4366,24.1734,402.1356,0.93117622
TCGA-BP-4770,29.1707,53.6393,8.1259,112.4251,148.9086,0.93038691
TCGA-BP-4787,28.3072,26.909,6.6684,390.0082,452.9292,0.90317956
TCGA-BP-5173,23.7555,30.397,10.0152,43.7547,1833.6617,0.98309347
TCGA-AK-3445,25.8468,29.5395,8.3389,196.2544,659.9579,0.95595195
TCGA-AK-3465,17.183,16.2126,7.8976,33.6564,95.5924,0.86252903
TCGA-BP-5182,30.8629,28.7405,5.5587,119.4285,699.43,0.9457801
TCGA-BP-4999,32.3332,24.2365,6.5618,394.8065,4736.6469,0.99168289
TCGA-B0-4714,25.4887,20.85,6.261,49.9167,1640.6393,0.9765148
TCGA-AK-3426,14.6073,21.2131,4.5968,59.2933,231.7622,0.83194692
TCGA-BP-5184,36.6704,27.0572,5.9239,203.8989,2941.9614,0.96052564
TCGA-B0-4817,17.5978,16.0721,5.0357,106.8649,44.336,0.5223185
TCGA-B0-5100,27.3775,32.6724,3.9588,113.3629,2056.2436,0.98038071
TCGA-DV-5573,37.8025,34.3273,11.7649,117.2645,472.5677,0.90889987
TCGA-BP-4961,43.6852,31.8225,7.4845,528.1828,3314.5073,0.99092795
TCGA-B0-4816,31.5883,32.0502,7.2518,239.279,1307.9327,0.98881004
TCGA-AK-3453,19.6937,20.2179,5.3681,83.772,231.9209,0.32644452
TCGA-B0-5115,41.0348,29.093,8.3318,240.9498,3177.7597,0.99004783
TCGA-AK-3461,40.8246,31.1778,10.8308,271.6072,3371.9787,0.9826049
TCGA-A3-A8OW,40.4632,31.54,8.0843,538.6098,2518.9095,0.98917935
TCGA-B0-4848,37.3988,32.8715,11.0903,197.7155,918.1428,0.96059649
TCGA-BP-4983,25.8258,44.2129,11.1742,565.1835,20.31,0.46025301
TCGA-AK-3436,20.0571,23.1868,6.7702,123.1828,1035.598,0.9611741
TCGA-MM-A563,27.444,29.3942,5.297,142.9274,641.5563,0.98597398
TCGA-B0-5075,24.2083,16.833,7.2838,43.0963,300.0423,0.66524083
TCGA-GK-A6C7,39.5362,38.2796,8.359,372.7087,1763.8462,0.99591984
TCGA-B0-4718,23.1216,22.4609,7.3138,70.2644,729.5691,0.99153676
TCGA-BP-4349,29.0811,24.3866,6.5302,229.0586,2298.803,0.99464306
TCGA-BP-4775,32.1741,31.5197,8.7584,62.2006,1781.4161,0.96722044
TCGA-CW-5590,25.6941,29.2853,6.8107,232.5901,1068.6122,0.98921755
TCGA-B8-A54F,40.7411,26.6276,10.5331,2084.1724,1116.481,0.94916865
TCGA-B0-5713,40.1151,30.5098,8.523,216.8061,1680.7995,0.98756078
TCGA-B0-4818,33.5463,31.0145,8.3717,348.5003,2514.8307,0.98299014
TCGA-B2-3923,27.6512,21.9593,14.7439,16.6766,334.9164,0.71837534
TCGA-BP-5004,24.5361,27.7801,9.5119,246.5357,1570.2595,0.97744596
TCGA-BP-5010,12.203,16.5221,2.658,47.3095,683.8043,0.98320536
TCGA-BP-5178,11.7793,17.9545,3.3027,217.0105,304.3094,0.94340725
TCGA-A3-3385,29.191,18.9897,7.8507,165.3329,662.1822,0.81837831
TCGA-B2-4102,47.2467,30.6151,10.6709,120.578,1710.0076,0.96623013
TCGA-BP-5008,35.3213,27.6834,8.3786,206.0297,1606.6179,0.97074991
TCGA-BP-4161,39.7298,29.3317,7.4248,154.112,1097.5899,0.95757632
TCGA-AK-3440,20.7576,17.4434,5.7692,12.2304,124.4657,0.7758149
TCGA-CJ-4643,46.5686,32.9045,9.2445,376.2032,3664.6366,0.99092307
TCGA-CJ-4902,28.3188,30.0731,6.888,220.4325,1196.1548,0.99596184
TCGA-BP-5199,27.1696,32.6375,7.1987,253.4598,1875.0515,0.98510774
TCGA-CJ-5686,41.8033,28.7164,8.9336,148.7391,716.1884,0.97324129
TCGA-CJ-4903,29.0681,30.5899,9.9283,244.0533,731.408,0.96956341
TCGA-A3-3311,35.3918,27.1446,7.5459,166.9557,1028.3797,0.92822204
TCGA-BP-5175,8.0176,9.0573,2.6123,144.9098,136.5652,0.92936136
TCGA-B0-5080,26.2726,37.5077,6.2763,328.7735,1133.9516,0.99587588
TCGA-MW-A4EC,31.3767,28.6523,8.2192,256.3403,1443.0057,0.95241606
TCGA-A3-3317,37.3318,34.1088,13.4848,118.3805,1366.5866,0.97144584
TCGA-B0-5098,13.4525,69.329,14.93,401.7649,43.2311,0.10410691
TCGA-CZ-5460,18.1243,27.17,6.9841,376.247,804.4574,0.97289535
TCGA-B0-4690,38.1418,48.5735,8.2334,632.7555,258.7261,0.86926909
TCGA-B0-4844,26.1935,21.3331,8.5361,243.4445,233.2443,0.72332899
TCGA-BP-4766,34.3515,27.6378,8.8414,85.3918,939.5221,0.97061597
TCGA-B0-5116,25.3604,24.4201,3.5928,285.705,1825.2496,0.98043277
TCGA-CZ-4866,37.8237,29.2527,14.3213,153.1999,475.0748,0.77663274
TCGA-T7-A92I,26.2645,45.7414,10.76,262.2686,31.1075,0.06253813
TCGA-A3-3359,40.9664,36.8964,8.8219,289.4199,1707.4566,0.96239593
TCGA-CJ-4638,16.1548,17.4505,5.1527,29.838,355.5679,0.64062797
TCGA-CJ-4876,20.6433,38.0857,12.6739,35.7407,641.1813,0.94514072
TCGA-DV-A4VZ,17.635,21.7806,6.4581,68.1198,424.3107,0.94762335
TCGA-B2-5633,43.6062,29.6569,7.5643,373.7862,1709.1012,0.98827167
TCGA-BP-5176,21.2366,25.5583,5.6842,225.5816,1651.8741,0.98384751
TCGA-CZ-5459,23.4175,23.0779,6.2041,476.9737,517.284,0.94241236
TCGA-BP-4163,41.1927,31.4885,11.2882,78.4682,1062.4667,0.93138156
TCGA-BP-4803,31.4282,21.3058,6.3406,169.4938,1162.1824,0.98468759
TCGA-A3-3378,33.6418,28.0953,6.3562,308.173,135.6773,0.86631493
TCGA-G6-A5PC,13.0508,15.9633,3.2548,33.309,116.3223,0.78621632
TCGA-BP-4992,12.2069,11.2533,3.7101,171.1058,81.0954,0.85639968
TCGA-B0-4694,28.5462,31.098,8.9475,286.106,684.7971,0.93558155
TCGA-BP-4993,31.9092,33.6317,6.4092,331.6585,2951.3872,0.99198112
TCGA-B4-5844,49.7982,36.5399,6.7387,211.4477,2233.1726,0.99717731
TCGA-BP-4761,15.1501,18.4418,6.4947,204.3533,108.8436,0.36271888
TCGA-B4-5835,16.0919,45.9688,8.4181,65.28,41.7285,0.36028004
TCGA-BP-4346,36.3722,27.9135,8.4191,106.0693,826.685,0.88798178
TCGA-DV-5566,27.4572,30.1707,6.7976,103.0517,959.7078,0.95339367
TCGA-BP-4987,42.7718,26.1948,6.2643,315.7866,1532.9819,0.98214793
TCGA-B0-5099,25.7626,24.02,7.3661,33.7052,595.7167,0.98754276
TCGA-BP-4756,43.5813,34.7027,8.0944,18.6622,88.5557,0.31584131
TCGA-BP-4762,40.5111,34.3338,7.124,139.8579,2384.281,0.98029812
TCGA-B2-5635,37.1427,25.6473,7.1095,356.5241,766.3978,0.96771282
TCGA-B0-5110,50.1147,32.3915,8.2428,66.1504,3247.5189,0.99310165
TCGA-B8-5545,46.9233,36.3602,8.5688,252.357,2176.1477,0.98976312
TCGA-BP-5190,17.0618,15.7774,5.9186,139.3124,404.8473,0.90219196
TCGA-B0-5812,47.0321,36.3411,7.6933,66.6933,3258.172,0.99499369
TCGA-A3-A8CQ,45.2283,37.4899,8.7483,198.976,2467.02,0.98606024
TCGA-BP-5000,13.8075,14.9531,3.5963,70.3477,773.434,0.98474989
TCGA-B0-5095,40.051,39.3542,8.7429,183.6238,2802.7622,0.99197848
TCGA-B0-5693,46.7641,37.1617,9.141,336.7786,3164.6558,0.98869533
TCGA-B0-4849,35.4733,31.6126,8.8663,100.6516,2868.8343,0.98597598
TCGA-B0-4945,42.8083,31.9694,12.729,104.0538,2062.9249,0.99187711
TCGA-B8-5163,37.4936,31.6446,8.1386,207.0858,1804.9781,0.99274056
TCGA-BP-4769,43.7149,40.4032,10.7217,367.6867,5449.718,0.96937226
TCGA-BP-4159,18.7298,18.9825,5.2702,106.859,2375.4263,0.99306621
TCGA-B0-5109,17.4803,51.6527,7.4805,318.0617,237.0797,0.79585616
TCGA-B0-5399,36.2588,32.35,6.5102,184.1581,1340.6227,0.97771074
TCGA-BP-5198,23.0487,29.5421,4.7706,325.8235,484.1786,0.95543189
TCGA-B8-5159,51.5512,30.6155,7.4083,293.0363,698.5201,0.95020221
TCGA-BP-4965,50.7461,34.8019,10.7448,216.588,2985.148,0.99142228
