"","Row.names","ENSG00000167196.14","sample_type","patient","project_id","fc"
"8076","TCGA-56-7582-01A-11R-2045-07","11.7369","Primary Tumor","TCGA-56-7582","TCGA-LUSC","1.89660397010887"
"8077","TCGA-56-7582-11A-01R-2045-07","6.5191","Solid Tissue Normal","TCGA-56-7582","TCGA-LUSC","1.89660397010887"
"8078","TCGA-56-7730-01A-11R-2125-07","14.7905","Primary Tumor","TCGA-56-7730","TCGA-LUSC","1.89660397010887"
"8079","TCGA-56-7730-11A-01R-2125-07","4.6468","Solid Tissue Normal","TCGA-56-7730","TCGA-LUSC","1.89660397010887"
"8080","TCGA-56-7731-01A-11R-2125-07","4.6694","Primary Tumor","TCGA-56-7731","TCGA-LUSC","1.89660397010887"
"8081","TCGA-56-7731-11A-01R-2125-07","3.863","Solid Tissue Normal","TCGA-56-7731","TCGA-LUSC","1.89660397010887"
"8082","TCGA-56-7822-01A-11R-2125-07","5.4806","Primary Tumor","TCGA-56-7822","TCGA-LUSC","1.89660397010887"
"8083","TCGA-56-7823-11A-01R-2247-07","7.1752","Solid Tissue Normal","TCGA-56-7823","TCGA-LUSC","1.89660397010887"
"8084","TCGA-56-8082-01A-11R-2247-07","10.7511","Primary Tumor","TCGA-56-8082","TCGA-LUSC","1.89660397010887"
"8085","TCGA-56-8082-11A-01R-2247-07","4.0666","Solid Tissue Normal","TCGA-56-8082","TCGA-LUSC","1.89660397010887"
"8086","TCGA-56-8083-01A-11R-2247-07","11.5341","Primary Tumor","TCGA-56-8083","TCGA-LUSC","1.89660397010887"
"8087","TCGA-56-8083-11A-01R-2247-07","3.5639","Solid Tissue Normal","TCGA-56-8083","TCGA-LUSC","1.89660397010887"
"8088","TCGA-56-8201-01A-11R-2247-07","10.5725","Primary Tumor","TCGA-56-8201","TCGA-LUSC","1.89660397010887"
"8089","TCGA-56-8201-11A-01R-2247-07","4.2575","Solid Tissue Normal","TCGA-56-8201","TCGA-LUSC","1.89660397010887"
"8090","TCGA-56-8304-01A-11R-2326-07","4.1663","Primary Tumor","TCGA-56-8304","TCGA-LUSC","1.89660397010887"
"8091","TCGA-56-8305-01A-11R-2296-07","8.8448","Primary Tumor","TCGA-56-8305","TCGA-LUSC","1.89660397010887"
"8092","TCGA-56-8307-01A-11R-2296-07","12.2765","Primary Tumor","TCGA-56-8307","TCGA-LUSC","1.89660397010887"
"8093","TCGA-56-8308-01A-11R-2296-07","9.3403","Primary Tumor","TCGA-56-8308","TCGA-LUSC","1.89660397010887"
"8094","TCGA-56-8309-01A-11R-2296-07","4.6711","Primary Tumor","TCGA-56-8309","TCGA-LUSC","1.89660397010887"
"8095","TCGA-56-8309-11A-01R-2296-07","4.7575","Solid Tissue Normal","TCGA-56-8309","TCGA-LUSC","1.89660397010887"
"8096","TCGA-56-8503-01A-11R-2403-07","4.4666","Primary Tumor","TCGA-56-8503","TCGA-LUSC","1.89660397010887"
"8097","TCGA-56-8504-01A-11R-2403-07","8.0298","Primary Tumor","TCGA-56-8504","TCGA-LUSC","1.89660397010887"
"8098","TCGA-56-8622-01A-11R-2403-07","5.0878","Primary Tumor","TCGA-56-8622","TCGA-LUSC","1.89660397010887"
"8099","TCGA-56-8623-01A-11R-A28V-07","5.0033","Primary Tumor","TCGA-56-8623","TCGA-LUSC","1.89660397010887"
"8100","TCGA-56-8623-11A-01R-A28V-07","5.4313","Solid Tissue Normal","TCGA-56-8623","TCGA-LUSC","1.89660397010887"
"8101","TCGA-56-8624-01A-11R-2403-07","8.8479","Primary Tumor","TCGA-56-8624","TCGA-LUSC","1.89660397010887"
"8102","TCGA-56-8625-01A-11R-2403-07","7.1483","Primary Tumor","TCGA-56-8625","TCGA-LUSC","1.89660397010887"
"8103","TCGA-56-8626-01A-11R-2403-07","8.8392","Primary Tumor","TCGA-56-8626","TCGA-LUSC","1.89660397010887"
"8104","TCGA-56-8628-01A-11R-2403-07","7.5947","Primary Tumor","TCGA-56-8628","TCGA-LUSC","1.89660397010887"
"8105","TCGA-56-8629-01A-11R-2403-07","9.4531","Primary Tumor","TCGA-56-8629","TCGA-LUSC","1.89660397010887"
"8106","TCGA-56-A49D-01A-11R-A24H-07","5.2429","Primary Tumor","TCGA-56-A49D","TCGA-LUSC","1.89660397010887"
"8107","TCGA-56-A4BW-01A-11R-A24H-07","4.0666","Primary Tumor","TCGA-56-A4BW","TCGA-LUSC","1.89660397010887"
"8108","TCGA-56-A4BX-01A-11R-A24H-07","8.2809","Primary Tumor","TCGA-56-A4BX","TCGA-LUSC","1.89660397010887"
"8109","TCGA-56-A4BY-01A-11R-A24H-07","17.0157","Primary Tumor","TCGA-56-A4BY","TCGA-LUSC","1.89660397010887"
"8110","TCGA-56-A4ZJ-01A-11R-A262-07","5.6719","Primary Tumor","TCGA-56-A4ZJ","TCGA-LUSC","1.89660397010887"
"8111","TCGA-56-A4ZK-01A-11R-A262-07","11.9335","Primary Tumor","TCGA-56-A4ZK","TCGA-LUSC","1.89660397010887"
"8112","TCGA-56-A5DR-01A-11R-A27Q-07","15.908","Primary Tumor","TCGA-56-A5DR","TCGA-LUSC","1.89660397010887"
"8113","TCGA-56-A5DS-01A-11R-A27Q-07","6.6033","Primary Tumor","TCGA-56-A5DS","TCGA-LUSC","1.89660397010887"
"8114","TCGA-56-A62T-01A-11R-A405-07","6.804","Primary Tumor","TCGA-56-A62T","TCGA-LUSC","1.89660397010887"
"8115","TCGA-58-8386-01A-11R-2296-07","7.425","Primary Tumor","TCGA-58-8386","TCGA-LUSC","1.89660397010887"
"8116","TCGA-58-8386-11A-01R-2296-07","6.2595","Solid Tissue Normal","TCGA-58-8386","TCGA-LUSC","1.89660397010887"
"8117","TCGA-58-8387-01A-11R-2296-07","5.3865","Primary Tumor","TCGA-58-8387","TCGA-LUSC","1.89660397010887"
"8118","TCGA-58-8388-01A-11R-2326-07","14.2029","Primary Tumor","TCGA-58-8388","TCGA-LUSC","1.89660397010887"
"8119","TCGA-58-8390-01A-11R-2326-07","12.3046","Primary Tumor","TCGA-58-8390","TCGA-LUSC","1.89660397010887"
"8120","TCGA-58-8391-01A-11R-2326-07","10.8658","Primary Tumor","TCGA-58-8391","TCGA-LUSC","1.89660397010887"
"8121","TCGA-58-8392-01A-11R-2326-07","14.9031","Primary Tumor","TCGA-58-8392","TCGA-LUSC","1.89660397010887"
"8122","TCGA-58-8393-01A-11R-2326-07","13.0893","Primary Tumor","TCGA-58-8393","TCGA-LUSC","1.89660397010887"
"8123","TCGA-58-A46J-01A-11R-A24H-07","8.8309","Primary Tumor","TCGA-58-A46J","TCGA-LUSC","1.89660397010887"
"8124","TCGA-58-A46K-01A-11R-A24H-07","18.9041","Primary Tumor","TCGA-58-A46K","TCGA-LUSC","1.89660397010887"
"8125","TCGA-58-A46L-01A-11R-A24H-07","15.9457","Primary Tumor","TCGA-58-A46L","TCGA-LUSC","1.89660397010887"
"8126","TCGA-58-A46M-01A-11R-A24H-07","14.2272","Primary Tumor","TCGA-58-A46M","TCGA-LUSC","1.89660397010887"
"8127","TCGA-58-A46N-01A-11R-A24H-07","8.3898","Primary Tumor","TCGA-58-A46N","TCGA-LUSC","1.89660397010887"
"8128","TCGA-60-2695-01A-01R-0851-07","12.998","Primary Tumor","TCGA-60-2695","TCGA-LUSC","1.89660397010887"
"8129","TCGA-60-2696-01A-01R-0851-07","12.3849","Primary Tumor","TCGA-60-2696","TCGA-LUSC","1.89660397010887"
"8130","TCGA-60-2697-01A-11R-2125-07","5.3612","Primary Tumor","TCGA-60-2697","TCGA-LUSC","1.89660397010887"
"8131","TCGA-60-2698-01A-01R-0851-07","9.2619","Primary Tumor","TCGA-60-2698","TCGA-LUSC","1.89660397010887"
"8132","TCGA-60-2703-01A-11R-2045-07","8.1363","Primary Tumor","TCGA-60-2703","TCGA-LUSC","1.89660397010887"
"8133","TCGA-60-2704-01A-11R-2045-07","6.7","Primary Tumor","TCGA-60-2704","TCGA-LUSC","1.89660397010887"
"8134","TCGA-60-2706-01A-01R-0851-07","16.2329","Primary Tumor","TCGA-60-2706","TCGA-LUSC","1.89660397010887"
"8135","TCGA-60-2707-01A-01R-0851-07","8.067","Primary Tumor","TCGA-60-2707","TCGA-LUSC","1.89660397010887"
"8136","TCGA-60-2708-01A-01R-0851-07","7.2183","Primary Tumor","TCGA-60-2708","TCGA-LUSC","1.89660397010887"
"8137","TCGA-60-2709-01A-21R-1820-07","5.6305","Primary Tumor","TCGA-60-2709","TCGA-LUSC","1.89660397010887"
"8138","TCGA-60-2709-11A-01R-1820-07","4.5675","Solid Tissue Normal","TCGA-60-2709","TCGA-LUSC","1.89660397010887"
"8139","TCGA-60-2710-01A-01R-0851-07","13.3364","Primary Tumor","TCGA-60-2710","TCGA-LUSC","1.89660397010887"
"8140","TCGA-60-2711-01A-01R-0851-07","13.7207","Primary Tumor","TCGA-60-2711","TCGA-LUSC","1.89660397010887"
"8141","TCGA-60-2712-01A-01R-0851-07","3.0183","Primary Tumor","TCGA-60-2712","TCGA-LUSC","1.89660397010887"
"8142","TCGA-60-2713-01A-01R-0851-07","10.6919","Primary Tumor","TCGA-60-2713","TCGA-LUSC","1.89660397010887"
"8143","TCGA-60-2714-01A-01R-0851-07","7.9432","Primary Tumor","TCGA-60-2714","TCGA-LUSC","1.89660397010887"
"8144","TCGA-60-2715-01A-01R-0851-07","6.8808","Primary Tumor","TCGA-60-2715","TCGA-LUSC","1.89660397010887"
"8145","TCGA-60-2716-01A-01R-0851-07","14.2532","Primary Tumor","TCGA-60-2716","TCGA-LUSC","1.89660397010887"
"8146","TCGA-60-2719-01A-01R-0851-07","15.7069","Primary Tumor","TCGA-60-2719","TCGA-LUSC","1.89660397010887"
"8147","TCGA-60-2720-01A-01R-0851-07","4.806","Primary Tumor","TCGA-60-2720","TCGA-LUSC","1.89660397010887"
"8148","TCGA-60-2721-01A-01R-0851-07","6.6064","Primary Tumor","TCGA-60-2721","TCGA-LUSC","1.89660397010887"
"8149","TCGA-60-2722-01A-01R-0851-07","10.778","Primary Tumor","TCGA-60-2722","TCGA-LUSC","1.89660397010887"
"8150","TCGA-60-2723-01A-01R-0851-07","9.8649","Primary Tumor","TCGA-60-2723","TCGA-LUSC","1.89660397010887"
"8151","TCGA-60-2724-01A-01R-0851-07","10.0835","Primary Tumor","TCGA-60-2724","TCGA-LUSC","1.89660397010887"
"8152","TCGA-60-2725-01A-01R-1201-07","9.0573","Primary Tumor","TCGA-60-2725","TCGA-LUSC","1.89660397010887"
"8153","TCGA-60-2726-01A-01R-0851-07","9.0302","Primary Tumor","TCGA-60-2726","TCGA-LUSC","1.89660397010887"
"8154","TCGA-63-5128-01A-01R-1443-07","12.9764","Primary Tumor","TCGA-63-5128","TCGA-LUSC","1.89660397010887"
"8155","TCGA-63-5131-01A-01R-1443-07","6.547","Primary Tumor","TCGA-63-5131","TCGA-LUSC","1.89660397010887"
"8156","TCGA-63-6202-01A-11R-1820-07","6.3946","Primary Tumor","TCGA-63-6202","TCGA-LUSC","1.89660397010887"
"8157","TCGA-63-7020-01A-11R-1949-07","8.6206","Primary Tumor","TCGA-63-7020","TCGA-LUSC","1.89660397010887"
"8158","TCGA-63-7021-01A-11R-1949-07","7.1335","Primary Tumor","TCGA-63-7021","TCGA-LUSC","1.89660397010887"
"8159","TCGA-63-7022-01A-11R-1949-07","3.0595","Primary Tumor","TCGA-63-7022","TCGA-LUSC","1.89660397010887"
"8160","TCGA-63-7023-01A-11R-1949-07","14.5894","Primary Tumor","TCGA-63-7023","TCGA-LUSC","1.89660397010887"
"8161","TCGA-63-A5M9-01A-11R-A26W-07","10.3888","Primary Tumor","TCGA-63-A5M9","TCGA-LUSC","1.89660397010887"
"8162","TCGA-63-A5MB-01A-11R-A26W-07","14.6397","Primary Tumor","TCGA-63-A5MB","TCGA-LUSC","1.89660397010887"
"8163","TCGA-63-A5MG-01A-12R-A27Q-07","3.4221","Primary Tumor","TCGA-63-A5MG","TCGA-LUSC","1.89660397010887"
"8164","TCGA-63-A5MH-01A-12R-A27Q-07","16.7574","Primary Tumor","TCGA-63-A5MH","TCGA-LUSC","1.89660397010887"
"8165","TCGA-63-A5MI-01A-12R-A27Q-07","12.0299","Primary Tumor","TCGA-63-A5MI","TCGA-LUSC","1.89660397010887"
"8166","TCGA-63-A5MJ-01A-11R-A27Q-07","9.4525","Primary Tumor","TCGA-63-A5MJ","TCGA-LUSC","1.89660397010887"
"8167","TCGA-63-A5ML-01A-31R-A27Q-07","13.0722","Primary Tumor","TCGA-63-A5ML","TCGA-LUSC","1.89660397010887"
"8168","TCGA-63-A5MM-01A-11R-A26W-07","13.5846","Primary Tumor","TCGA-63-A5MM","TCGA-LUSC","1.89660397010887"
"8169","TCGA-63-A5MN-01A-22R-A27Q-07","4.6711","Primary Tumor","TCGA-63-A5MN","TCGA-LUSC","1.89660397010887"
"8170","TCGA-63-A5MP-01A-11R-A26W-07","13.7652","Primary Tumor","TCGA-63-A5MP","TCGA-LUSC","1.89660397010887"
"8171","TCGA-63-A5MR-01A-31R-A27Q-07","14.1842","Primary Tumor","TCGA-63-A5MR","TCGA-LUSC","1.89660397010887"
"8172","TCGA-63-A5MS-01A-11R-A26W-07","8.1856","Primary Tumor","TCGA-63-A5MS","TCGA-LUSC","1.89660397010887"
"8173","TCGA-63-A5MT-01A-21R-A26W-07","9.0724","Primary Tumor","TCGA-63-A5MT","TCGA-LUSC","1.89660397010887"
"8174","TCGA-63-A5MU-01A-11R-A26W-07","16.3065","Primary Tumor","TCGA-63-A5MU","TCGA-LUSC","1.89660397010887"
"8175","TCGA-63-A5MV-01A-21R-A26W-07","8.8259","Primary Tumor","TCGA-63-A5MV","TCGA-LUSC","1.89660397010887"
"8176","TCGA-63-A5MW-01A-11R-A26W-07","7.1511","Primary Tumor","TCGA-63-A5MW","TCGA-LUSC","1.89660397010887"
"8177","TCGA-63-A5MY-01A-11R-A26W-07","11.8897","Primary Tumor","TCGA-63-A5MY","TCGA-LUSC","1.89660397010887"
"8178","TCGA-66-2727-01A-01R-0980-07","10.1639","Primary Tumor","TCGA-66-2727","TCGA-LUSC","1.89660397010887"
"8179","TCGA-66-2734-01A-01R-0980-07","11.0412","Primary Tumor","TCGA-66-2734","TCGA-LUSC","1.89660397010887"
"8180","TCGA-66-2737-01A-01R-0980-07","10.5122","Primary Tumor","TCGA-66-2737","TCGA-LUSC","1.89660397010887"
"8181","TCGA-66-2742-01A-01R-0980-07","8.1107","Primary Tumor","TCGA-66-2742","TCGA-LUSC","1.89660397010887"
"8182","TCGA-66-2744-01A-01R-0980-07","8.0874","Primary Tumor","TCGA-66-2744","TCGA-LUSC","1.89660397010887"
"8183","TCGA-66-2753-01A-01R-0980-07","14.774","Primary Tumor","TCGA-66-2753","TCGA-LUSC","1.89660397010887"
"8184","TCGA-66-2754-01A-01R-0980-07","21.0772","Primary Tumor","TCGA-66-2754","TCGA-LUSC","1.89660397010887"
"8185","TCGA-66-2755-01A-01R-0851-07","12.2993","Primary Tumor","TCGA-66-2755","TCGA-LUSC","1.89660397010887"
"8186","TCGA-66-2756-01A-01R-0851-07","6.5478","Primary Tumor","TCGA-66-2756","TCGA-LUSC","1.89660397010887"
"8187","TCGA-66-2757-01A-01R-0851-07","16.6938","Primary Tumor","TCGA-66-2757","TCGA-LUSC","1.89660397010887"
"8188","TCGA-66-2758-01A-02R-0851-07","15.3599","Primary Tumor","TCGA-66-2758","TCGA-LUSC","1.89660397010887"
"8189","TCGA-66-2759-01A-01R-0851-07","16.432","Primary Tumor","TCGA-66-2759","TCGA-LUSC","1.89660397010887"
"8190","TCGA-66-2763-01A-01R-0851-07","11.9643","Primary Tumor","TCGA-66-2763","TCGA-LUSC","1.89660397010887"
"8191","TCGA-66-2765-01A-01R-0851-07","7.2517","Primary Tumor","TCGA-66-2765","TCGA-LUSC","1.89660397010887"
"8192","TCGA-66-2766-01A-01R-0851-07","19.7932","Primary Tumor","TCGA-66-2766","TCGA-LUSC","1.89660397010887"
"8193","TCGA-66-2767-01A-01R-0851-07","8.604","Primary Tumor","TCGA-66-2767","TCGA-LUSC","1.89660397010887"
"8194","TCGA-66-2768-01A-01R-0851-07","9.6901","Primary Tumor","TCGA-66-2768","TCGA-LUSC","1.89660397010887"
"8195","TCGA-66-2769-01A-02R-0851-07","11.5824","Primary Tumor","TCGA-66-2769","TCGA-LUSC","1.89660397010887"
"8196","TCGA-66-2770-01A-01R-0851-07","11.8282","Primary Tumor","TCGA-66-2770","TCGA-LUSC","1.89660397010887"
"8197","TCGA-66-2771-01A-01R-0980-07","10.9374","Primary Tumor","TCGA-66-2771","TCGA-LUSC","1.89660397010887"
"8198","TCGA-66-2773-01A-01R-1201-07","15.2559","Primary Tumor","TCGA-66-2773","TCGA-LUSC","1.89660397010887"
"8199","TCGA-66-2777-01A-01R-1201-07","10.5099","Primary Tumor","TCGA-66-2777","TCGA-LUSC","1.89660397010887"
"8200","TCGA-66-2778-01A-02R-0851-07","11.6434","Primary Tumor","TCGA-66-2778","TCGA-LUSC","1.89660397010887"
"8201","TCGA-66-2780-01A-01R-0851-07","11.8488","Primary Tumor","TCGA-66-2780","TCGA-LUSC","1.89660397010887"
"8202","TCGA-66-2781-01A-01R-0851-07","12.1653","Primary Tumor","TCGA-66-2781","TCGA-LUSC","1.89660397010887"
"8203","TCGA-66-2782-01A-01R-0851-07","8.397","Primary Tumor","TCGA-66-2782","TCGA-LUSC","1.89660397010887"
"8204","TCGA-66-2783-01A-01R-1201-07","12.8142","Primary Tumor","TCGA-66-2783","TCGA-LUSC","1.89660397010887"
"8205","TCGA-66-2785-01A-01R-0851-07","11.0747","Primary Tumor","TCGA-66-2785","TCGA-LUSC","1.89660397010887"
"8206","TCGA-66-2786-01A-01R-0851-07","9.6837","Primary Tumor","TCGA-66-2786","TCGA-LUSC","1.89660397010887"
"8207","TCGA-66-2787-01A-01R-0980-07","16.9079","Primary Tumor","TCGA-66-2787","TCGA-LUSC","1.89660397010887"
"8208","TCGA-66-2788-01A-01R-0980-07","6.4403","Primary Tumor","TCGA-66-2788","TCGA-LUSC","1.89660397010887"
"8209","TCGA-66-2789-01A-01R-0980-07","13.7141","Primary Tumor","TCGA-66-2789","TCGA-LUSC","1.89660397010887"
"8210","TCGA-66-2790-01A-01R-0980-07","10.2027","Primary Tumor","TCGA-66-2790","TCGA-LUSC","1.89660397010887"
"8211","TCGA-66-2791-01A-01R-0980-07","12.7623","Primary Tumor","TCGA-66-2791","TCGA-LUSC","1.89660397010887"
"8212","TCGA-66-2792-01A-01R-0980-07","11.6187","Primary Tumor","TCGA-66-2792","TCGA-LUSC","1.89660397010887"
"8213","TCGA-66-2793-01A-01R-1201-07","11.6668","Primary Tumor","TCGA-66-2793","TCGA-LUSC","1.89660397010887"
"8214","TCGA-66-2794-01A-01R-1201-07","10.2676","Primary Tumor","TCGA-66-2794","TCGA-LUSC","1.89660397010887"
"8215","TCGA-66-2795-01A-02R-0980-07","11.5204","Primary Tumor","TCGA-66-2795","TCGA-LUSC","1.89660397010887"
"8216","TCGA-66-2800-01A-01R-1201-07","9.1087","Primary Tumor","TCGA-66-2800","TCGA-LUSC","1.89660397010887"
"8217","TCGA-68-7755-01A-11R-2125-07","10.5509","Primary Tumor","TCGA-68-7755","TCGA-LUSC","1.89660397010887"
"8218","TCGA-68-7756-01A-11R-2125-07","9.0025","Primary Tumor","TCGA-68-7756","TCGA-LUSC","1.89660397010887"
"8219","TCGA-68-8250-01A-11R-2296-07","6.1621","Primary Tumor","TCGA-68-8250","TCGA-LUSC","1.89660397010887"
"8220","TCGA-68-8251-01A-11R-2296-07","8.9129","Primary Tumor","TCGA-68-8251","TCGA-LUSC","1.89660397010887"
"8221","TCGA-68-A59I-01A-11R-A262-07","5.1738","Primary Tumor","TCGA-68-A59I","TCGA-LUSC","1.89660397010887"
"8222","TCGA-68-A59J-01A-21R-A26W-07","14.5349","Primary Tumor","TCGA-68-A59J","TCGA-LUSC","1.89660397010887"
"8223","TCGA-6A-AB49-01A-12R-A405-07","11.0341","Primary Tumor","TCGA-6A-AB49","TCGA-LUSC","1.89660397010887"
"8224","TCGA-70-6722-01A-11R-1820-07","6.4167","Primary Tumor","TCGA-70-6722","TCGA-LUSC","1.89660397010887"
"8225","TCGA-70-6723-01A-11R-1820-07","13.3927","Primary Tumor","TCGA-70-6723","TCGA-LUSC","1.89660397010887"
"8226","TCGA-77-6842-01A-11R-1949-07","5.6587","Primary Tumor","TCGA-77-6842","TCGA-LUSC","1.89660397010887"
"8227","TCGA-77-6843-01A-11R-1949-07","14.5156","Primary Tumor","TCGA-77-6843","TCGA-LUSC","1.89660397010887"
"8228","TCGA-77-6844-01A-11R-1949-07","8.7515","Primary Tumor","TCGA-77-6844","TCGA-LUSC","1.89660397010887"
"8229","TCGA-77-6845-01A-11R-1949-07","14.077","Primary Tumor","TCGA-77-6845","TCGA-LUSC","1.89660397010887"
"8230","TCGA-77-7138-01A-41R-2045-07","9.6541","Primary Tumor","TCGA-77-7138","TCGA-LUSC","1.89660397010887"
"8231","TCGA-77-7138-11A-01R-2045-07","5.4925","Solid Tissue Normal","TCGA-77-7138","TCGA-LUSC","1.89660397010887"
"8232","TCGA-77-7139-01A-11R-2045-07","7.463","Primary Tumor","TCGA-77-7139","TCGA-LUSC","1.89660397010887"
"8233","TCGA-77-7140-01A-41R-2045-07","14.0584","Primary Tumor","TCGA-77-7140","TCGA-LUSC","1.89660397010887"
"8234","TCGA-77-7141-01A-11R-2045-07","14.2633","Primary Tumor","TCGA-77-7141","TCGA-LUSC","1.89660397010887"
"8235","TCGA-77-7142-01A-11R-2045-07","10.5492","Primary Tumor","TCGA-77-7142","TCGA-LUSC","1.89660397010887"
"8236","TCGA-77-7142-11A-01R-2045-07","5.5463","Solid Tissue Normal","TCGA-77-7142","TCGA-LUSC","1.89660397010887"
"8237","TCGA-77-7335-01A-11R-2045-07","8.4599","Primary Tumor","TCGA-77-7335","TCGA-LUSC","1.89660397010887"
"8238","TCGA-77-7335-11A-01R-2045-07","7.2568","Solid Tissue Normal","TCGA-77-7335","TCGA-LUSC","1.89660397010887"
"8239","TCGA-77-7337-01A-21R-2045-07","6.2911","Primary Tumor","TCGA-77-7337","TCGA-LUSC","1.89660397010887"
"8240","TCGA-77-7337-11A-01R-2045-07","5.1449","Solid Tissue Normal","TCGA-77-7337","TCGA-LUSC","1.89660397010887"
"8241","TCGA-77-7338-01A-11R-2045-07","11.6165","Primary Tumor","TCGA-77-7338","TCGA-LUSC","1.89660397010887"
"8242","TCGA-77-7338-11A-01R-2045-07","5.8926","Solid Tissue Normal","TCGA-77-7338","TCGA-LUSC","1.89660397010887"
"8243","TCGA-77-7463-01A-11R-2045-07","12.441","Primary Tumor","TCGA-77-7463","TCGA-LUSC","1.89660397010887"
"8244","TCGA-77-7465-01A-11R-2045-07","11.625","Primary Tumor","TCGA-77-7465","TCGA-LUSC","1.89660397010887"
"8245","TCGA-77-8007-01A-11R-2187-07","5.679","Primary Tumor","TCGA-77-8007","TCGA-LUSC","1.89660397010887"
"8246","TCGA-77-8007-11A-01R-2187-07","7.0073","Solid Tissue Normal","TCGA-77-8007","TCGA-LUSC","1.89660397010887"
"8247","TCGA-77-8008-01A-21R-2187-07","6.7657","Primary Tumor","TCGA-77-8008","TCGA-LUSC","1.89660397010887"
"8248","TCGA-77-8008-11A-01R-2187-07","7.0773","Solid Tissue Normal","TCGA-77-8008","TCGA-LUSC","1.89660397010887"
"8249","TCGA-77-8009-01A-11R-2187-07","8.0883","Primary Tumor","TCGA-77-8009","TCGA-LUSC","1.89660397010887"
"8250","TCGA-77-8128-01A-11R-2247-07","8.724","Primary Tumor","TCGA-77-8128","TCGA-LUSC","1.89660397010887"
"8251","TCGA-77-8130-01A-11R-2247-07","3.8053","Primary Tumor","TCGA-77-8130","TCGA-LUSC","1.89660397010887"
"8252","TCGA-77-8131-01A-11R-2247-07","7.0001","Primary Tumor","TCGA-77-8131","TCGA-LUSC","1.89660397010887"
"8253","TCGA-77-8133-01A-12R-2247-07","10.3804","Primary Tumor","TCGA-77-8133","TCGA-LUSC","1.89660397010887"
"8254","TCGA-77-8136-01A-11R-2247-07","9.8311","Primary Tumor","TCGA-77-8136","TCGA-LUSC","1.89660397010887"
"8255","TCGA-77-8138-01A-11R-2247-07","7.1401","Primary Tumor","TCGA-77-8138","TCGA-LUSC","1.89660397010887"
"8256","TCGA-77-8139-01A-11R-2247-07","6.458","Primary Tumor","TCGA-77-8139","TCGA-LUSC","1.89660397010887"
"8257","TCGA-77-8140-01A-11R-2247-07","8.8108","Primary Tumor","TCGA-77-8140","TCGA-LUSC","1.89660397010887"
"8258","TCGA-77-8143-01A-11R-2247-07","7.5667","Primary Tumor","TCGA-77-8143","TCGA-LUSC","1.89660397010887"
"8259","TCGA-77-8144-01A-11R-2247-07","20.4257","Primary Tumor","TCGA-77-8144","TCGA-LUSC","1.89660397010887"
"8260","TCGA-77-8145-01A-11R-2247-07","5.5471","Primary Tumor","TCGA-77-8145","TCGA-LUSC","1.89660397010887"
"8261","TCGA-77-8146-01A-11R-2247-07","9.1423","Primary Tumor","TCGA-77-8146","TCGA-LUSC","1.89660397010887"
"8262","TCGA-77-8148-01A-11R-2247-07","8.6785","Primary Tumor","TCGA-77-8148","TCGA-LUSC","1.89660397010887"
"8263","TCGA-77-8150-01A-11R-2247-07","12.3401","Primary Tumor","TCGA-77-8150","TCGA-LUSC","1.89660397010887"
"8264","TCGA-77-8153-01A-11R-2403-07","9.4855","Primary Tumor","TCGA-77-8153","TCGA-LUSC","1.89660397010887"
"8265","TCGA-77-8154-01A-11R-2247-07","13.3166","Primary Tumor","TCGA-77-8154","TCGA-LUSC","1.89660397010887"
"8266","TCGA-77-8156-01A-11R-2247-07","8.5831","Primary Tumor","TCGA-77-8156","TCGA-LUSC","1.89660397010887"
"8267","TCGA-77-A5FZ-01A-31R-A27Q-07","4.6642","Primary Tumor","TCGA-77-A5FZ","TCGA-LUSC","1.89660397010887"
"8268","TCGA-77-A5G1-01A-11R-A27Q-07","10.602","Primary Tumor","TCGA-77-A5G1","TCGA-LUSC","1.89660397010887"
"8269","TCGA-77-A5G3-01A-31R-A27Q-07","11.2166","Primary Tumor","TCGA-77-A5G3","TCGA-LUSC","1.89660397010887"
"8270","TCGA-77-A5G6-01A-11R-A27Q-07","7.0415","Primary Tumor","TCGA-77-A5G6","TCGA-LUSC","1.89660397010887"
"8271","TCGA-77-A5GA-01A-11R-A27Q-07","7.5665","Primary Tumor","TCGA-77-A5GA","TCGA-LUSC","1.89660397010887"
"8272","TCGA-77-A5GF-01A-21R-A27Q-07","9.6217","Primary Tumor","TCGA-77-A5GF","TCGA-LUSC","1.89660397010887"
"8273","TCGA-77-A5GH-01A-11R-A27Q-07","6.1789","Primary Tumor","TCGA-77-A5GH","TCGA-LUSC","1.89660397010887"
"8274","TCGA-79-5596-01A-31R-1949-07","16.929","Primary Tumor","TCGA-79-5596","TCGA-LUSC","1.89660397010887"
"8275","TCGA-85-6175-01A-11R-1820-07","7.4588","Primary Tumor","TCGA-85-6175","TCGA-LUSC","1.89660397010887"
"8276","TCGA-85-6560-01A-11R-1820-07","11.8308","Primary Tumor","TCGA-85-6560","TCGA-LUSC","1.89660397010887"
"8277","TCGA-85-6561-01A-11R-1820-07","6.8721","Primary Tumor","TCGA-85-6561","TCGA-LUSC","1.89660397010887"
"8278","TCGA-85-6798-01A-11R-1949-07","12.3116","Primary Tumor","TCGA-85-6798","TCGA-LUSC","1.89660397010887"
"8279","TCGA-85-7696-01A-11R-2125-07","11.2996","Primary Tumor","TCGA-85-7696","TCGA-LUSC","1.89660397010887"
